rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
6403,10470779,K05796.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,495.854189,0.005896,-0.005896,241.49594,0.0042,-0.0042,0.031,0.433,-0.031,8.65,3.2,-3.2,548.6,49.0,-49.0,2.41,0.34,-0.28,230.0,,,0.67,0.25,-0.18,10.9,1.0,q1_q17_dr25_tce,5613.0,76.0,-76.0,4.378,0.11,-0.11,1.044,0.149,-0.122,292.03522,47.684391,14.712
6404,10480952,K05797.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.037453129,4.3e-08,-4.3e-08,131.5522356,1.69e-05,-1.69e-05,0.611,0.004,-0.002,5.43155,0.00049,-0.00049,315910.0,0.0,0.0,136.3,32.21,-59.87,2220.0,,,5752.74,4069.55,-4184.88,6944.9,1.0,q1_q17_dr25_tce,6456.0,181.0,-227.0,3.906,0.432,-0.135,2.056,0.486,-0.903,295.80463,47.670906,12.22
6405,10487228,K05798.01,,CANDIDATE,CANDIDATE,,0,0,0,0,318.25858,0.01126,-0.01126,276.1817,0.0212,-0.0212,0.0281,0.5168,-0.028,4.39,1.0,-1.0,756.0,220.0,-220.0,2.03,0.32,-0.15,212.0,,,0.48,0.25,-0.11,6.0,1.0,q1_q16_tce,5108.0,163.0,-140.0,4.596,0.028,-0.102,0.759,0.12,-0.057,297.69525,47.605862,15.714
6406,10519727,K05799.01,,CANDIDATE,CANDIDATE,,0,0,0,0,184.883155,0.002036,-0.002036,283.41765,0.00889,-0.00889,0.3074,0.1591,-0.3073,3.025,0.317,-0.317,304.1,34.7,-34.7,2.82,1.22,-0.97,393.0,,,5.65,7.37,-3.46,9.9,1.0,q1_q16_tce,5620.0,165.0,-145.0,4.036,0.322,-0.225,1.621,0.7,-0.557,284.43692,47.750332,13.609
6407,10525077,K05800.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,11.006795,0.0002262,-0.0002262,135.9925,0.0176,-0.0176,0.66,0.011,-0.507,5.112,0.588,-0.588,146.4,16.6,-16.6,1.34,0.42,-0.19,874.0,,,138.34,134.32,-48.96,10.9,1.0,q1_q17_dr25_tce,6091.0,193.0,-214.0,4.424,0.07,-0.21,1.047,0.334,-0.143,287.37808,47.771191,15.355
6408,10535708,K05801.01,,CANDIDATE,CANDIDATE,,0,0,0,0,177.37583,0.01611,-0.01611,169.0841,0.0452,-0.0452,0.0539,0.4063,-0.0539,21.14,1.6,-1.6,459.7,48.5,-48.5,1.96,0.81,-0.17,314.0,,,2.29,2.83,-0.6,12.4,1.0,q1_q16_tce,5849.0,159.0,-185.0,4.517,0.034,-0.3,0.919,0.382,-0.077,292.11447,47.729462,15.609
6409,10547378,K05802.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,35.164087,0.002496,-0.002496,147.7597,0.0523,-0.0523,1.227,5.506,-0.162,86.05,3.5,-3.5,1528.9,50.7,-50.7,62.03,23.48,-35.19,756.0,,,77.33,91.55,-64.42,38.3,1.0,q1_q17_dr25_tce,5485.0,194.0,-155.0,3.82,0.667,-0.222,2.087,0.79,-1.184,296.4761,47.703018,13.945
6410,10548411,K05803.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,107.11003503,,,148.1046554,,,,,,2.12,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,296.80301,47.785828,13.845
6411,7762153,K05423.01,,CANDIDATE,CANDIDATE,,0,0,0,0,366.55705,0.01821,-0.01821,238.1402,0.0411,-0.0411,0.1247,0.3304,-0.1246,11.62,0.736,-0.736,582.5,70.0,-70.0,2.63,1.38,-0.32,266.0,,,1.18,1.91,-0.4,10.2,1.0,q1_q16_tce,5857.0,172.0,-218.0,4.403,0.073,-0.321,1.1,0.581,-0.132,294.81995,43.471111,15.2
6412,7762717,K05424.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,462.26052152,,,185.8488415,,,,,,4.05,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,294.99432,43.49432,14.584
6413,7767781,K05425.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,39.42516213,,,133.1963483,,,,,,2.18,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,296.47906,43.409382,15.72
6414,7770901,K05426.01,,CANDIDATE,CANDIDATE,0.99,0,0,0,0,124.887214,0.002758,-0.002758,133.7933,0.0167,-0.0167,0.752,0.031,-0.534,8.599,0.41,-0.41,176.5,15.3,-15.3,1.78,0.49,-0.5,435.0,,,8.48,6.91,-4.56,13.3,1.0,q1_q17_dr25_tce,6103.0,165.0,-184.0,4.209,0.264,-0.176,1.234,0.342,-0.342,297.29047,43.467789,13.701
6415,7800285,K05427.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.533000886,7.9e-08,-7.9e-08,131.735703,0.000131,-0.000131,1.271,0.948,-0.037,1.54684,0.00536,-0.00536,4398.5,8.4,-8.4,40.94,11.88,-7.93,2429.0,,,8170.3,6962.36,-3466.79,327.4,1.0,q1_q17_dr25_tce,5934.0,160.0,-178.0,4.331,0.167,-0.185,1.064,0.309,-0.206,281.65961,43.587891,15.042
6416,7804128,K05428.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,200.35091012,,,170.6693855,,,,,,3.78,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,283.87573,43.523079,13.782
6417,7809049,K05429.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,114.32859485,,,153.6678346,,,,,,2.64,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,286.51007,43.507629,15.094
6418,7811057,K05430.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,99.97889,0.003852,-0.003852,186.4888,0.0214,-0.0214,0.3044,0.1662,-0.3044,8.76,1.2,-1.2,117.9,23.8,-23.8,1.84,1.22,-0.84,463.0,,,10.84,23.46,-8.01,5.7,1.0,q1_q16_tce,5229.0,183.0,-157.0,3.985,0.465,-0.321,1.725,1.139,-0.788,287.49988,43.59108,13.255
6419,8622875,K05551.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,374.71687,0.01344,-0.01344,505.6954,0.0152,-0.0152,0.985,0.017,-0.0117,52.986,0.914,-0.914,1126.2,28.7,-28.7,5.56,2.01,-0.83,259.0,,,1.06,1.14,-0.37,62.2,1.0,q1_q16_tce,5768.0,160.0,-144.0,4.375,0.128,-0.241,1.009,0.366,-0.15,291.08795,44.751789,14.012
6420,8644545,K05552.01,,CANDIDATE,CANDIDATE,0.907,0,0,0,0,295.958914,0.001981,-0.001981,138.92548,0.00474,-0.00474,0.024,0.433,-0.024,4.244,0.19,-0.19,464.1,30.5,-30.5,2.1,0.27,-0.26,265.0,,,1.17,0.44,-0.34,17.5,1.0,q1_q17_dr25_tce,5505.0,109.0,-98.0,4.386,0.126,-0.094,0.992,0.125,-0.125,298.13864,44.744061,13.344
6421,8644911,K05553.01,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,120.938669,0.002468,-0.002468,246.252,0.0181,-0.0181,0.011,0.433,-0.011,8.818,0.358,-0.358,782.1,60.3,-60.3,2.32,0.45,-0.33,333.0,,,2.91,1.89,-1.06,15.0,1.0,q1_q17_dr25_tce,5456.0,207.0,-189.0,4.477,0.112,-0.138,0.843,0.163,-0.122,298.23279,44.756432,15.54
6422,8655076,K05555.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,42.070868,0.0004249,-0.0004249,161.03377,0.00834,-0.00834,0.2878,0.2327,-0.2878,1.293,0.293,-0.293,386.2,93.8,-93.8,1.82,1.48,-0.23,469.0,,,11.43,31.67,-3.75,5.7,1.0,q1_q16_tce,5197.0,186.0,-152.0,4.422,0.118,-0.475,0.938,0.76,-0.122,300.95102,44.74918,14.887
6423,8656535,K05556.01,,CANDIDATE,CANDIDATE,,0,0,0,0,631.99116,0.006482,-0.006482,147.27452,0.00767,-0.00767,0.2397,0.2152,-0.2397,2.99,0.301,-0.301,345.6,52.3,-52.3,1.86,0.69,-0.26,210.0,,,0.46,0.52,-0.16,7.2,1.0,q1_q16_tce,5594.0,185.0,-161.0,4.387,0.119,-0.246,1.006,0.377,-0.14,301.50656,44.711842,13.415
6424,8671707,K05557.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,401.73243,0.01302,-0.01302,393.61848,0.00951,-0.00951,0.0839,0.4958,-0.0838,1.535,0.664,-0.664,366.4,83.8,-83.8,2.88,1.39,-0.81,307.0,,,2.09,3.12,-1.15,5.8,1.0,q1_q16_tce,5938.0,184.0,-208.0,4.12,0.247,-0.241,1.504,0.727,-0.423,283.34769,44.889378,13.458
6425,9457533,K05678.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,37.3683802,0.0003917,-0.0003917,135.1439,0.00999,-0.00999,0.8375,0.0238,-0.5843,2.8,0.23,-0.23,206.6,26.1,-26.1,10.58,0.73,-2.67,1075.0,,,315.59,70.95,-163.57,8.8,1.0,q1_q16_tce,5101.0,90.0,-185.0,3.15,0.03,-0.03,6.422,0.441,-1.623,288.47919,46.058208,12.362
6426,9463329,K05679.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,615.81928,0.02367,-0.02367,261.7343,0.0271,-0.0271,0.1794,0.2529,-0.1791,14.93,1.1,-1.1,168.0,18.5,-18.5,1.24,0.53,-0.11,221.0,,,0.56,0.68,-0.15,11.0,1.0,q1_q16_tce,6120.0,146.0,-176.0,4.489,0.045,-0.302,0.955,0.402,-0.086,291.21664,46.02248,13.027
6427,9466486,K05680.01,,CANDIDATE,CANDIDATE,,0,0,0,0,557.92882,0.01085,-0.01085,210.68,0.017,-0.017,0.1034,0.3546,-0.103,4.788,0.612,-0.612,262.2,39.4,-39.4,2.97,2.15,-1.82,300.0,,,1.92,4.6,-1.67,8.1,1.0,q1_q16_tce,5553.0,187.0,-178.0,3.805,0.772,-0.367,1.844,1.337,-1.127,292.50098,46.037479,13.263
6428,9472328,K05681.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,77.51257,0.01085,-0.01085,199.556,0.157,-0.157,72.1108,28.85,-12.19,3.15,1.0,-1.0,1510.0,320.0,-320.0,28199.3,13060.0,-8600.0,702.0,,,57.44,78.93,-33.34,5.8,1.0,q1_q16_tce,5261.0,138.0,-182.0,3.459,0.231,-0.302,3.63,1.681,-1.107,294.69092,46.06662,15.677
6429,9472341,K05682.01,,CANDIDATE,CANDIDATE,,0,0,0,0,46.969389,0.001233,-0.001233,173.8395,0.0256,-0.0256,0.3246,0.134,-0.3246,1.944,0.319,-0.319,1875.0,343.0,-343.0,7.45,6.28,-4.1,638.0,,,39.27,116.32,-32.39,7.1,1.0,q1_q16_tce,5401.0,214.0,-189.0,3.885,0.657,-0.422,1.717,1.445,-0.945,294.69489,46.077,16.224
6430,9474485,K05683.01,,FALSE POSITIVE,FALSE POSITIVE,0.041,0,1,0,0,0.512581525,2.2e-08,-2.2e-08,131.781117,3.53e-05,-3.53e-05,0.505,0.014,-0.017,2.54719,0.0029,-0.0029,384480.0,291.0,-291.0,42.41,3.72,-3.37,1541.0,,,1339.86,442.39,-333.51,1583.7,1.0,q1_q17_dr25_tce,4612.0,137.0,-137.0,4.648,0.052,-0.032,0.604,0.053,-0.048,295.46451,46.016998,14.884
6431,9475697,K05684.01,,CANDIDATE,CANDIDATE,,0,0,0,0,206.801125,0.002678,-0.002678,246.8488,0.00957,-0.00957,0.6772,0.0065,-0.5143,6.6,0.274,-0.274,716.0,46.3,-46.3,24.34,1.3,-6.93,675.0,,,48.97,8.53,-27.47,16.7,1.0,q1_q16_tce,5048.0,72.0,-190.0,2.978,0.03,-0.03,8.611,0.46,-2.45,295.87292,46.014462,11.128
6432,9481235,K05685.01,,CANDIDATE,CANDIDATE,,0,0,0,0,14.0019064,0.0001819,-0.0001819,136.311,0.0103,-0.0103,0.9747,0.0042,-0.6771,4.257,0.485,-0.485,376.1,46.2,-46.2,17.96,4.83,-0.91,1646.0,,,1736.43,1394.57,-288.36,11.6,1.0,q1_q16_tce,4883.0,140.0,-94.0,2.783,0.029,-0.032,6.502,1.749,-0.329,297.59805,46.04377,13.814
6433,10552151,K05805.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,525.757041,0.005819,-0.005819,306.89848,0.00776,-0.00776,0.11,0.352,-0.11,4.995,0.267,-0.267,830.2,67.7,-67.7,11.07,2.24,-3.82,372.0,,,4.52,2.31,-2.75,14.4,1.0,q1_q17_dr25_tce,5277.0,62.0,-115.0,3.495,0.259,-0.111,3.931,0.792,-1.358,297.8389,47.751709,14.519
6434,10552263,K05806.01,,CANDIDATE,CANDIDATE,,0,0,0,0,313.82752,0.009634,-0.009634,166.4928,0.0179,-0.0179,0.1103,0.3213,-0.1103,4.187,0.426,-0.426,168.0,22.5,-22.5,1.26,0.49,-0.14,272.0,,,1.28,1.45,-0.36,8.7,1.0,q1_q16_tce,5914.0,147.0,-162.0,4.453,0.063,-0.274,0.973,0.378,-0.103,297.87003,47.771091,12.355
6435,10554421,K05807.01,,CANDIDATE,CANDIDATE,,0,0,0,0,236.09799849,,,210.0045018,,,,,,3.65,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,298.49625,47.738918,14.466
6436,10556891,K05808.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,70.61977122,,,139.6638405,,,,,,2.09,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,299.18796,47.77029,15.341
6437,10579570,K05809.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,216.10910854,,,150.9246541,,,,,,3.95,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,281.66693,47.876911,13.771
6438,10581308,K05810.01,,CANDIDATE,CANDIDATE,,0,0,0,0,425.593391,0.008384,-0.008384,225.3273,0.0164,-0.0164,0.4892,0.0172,-0.4892,3.815,0.658,-0.658,237.6,47.5,-47.5,2.25,1.2,-0.75,278.0,,,1.41,2.31,-0.84,6.5,1.0,q1_q16_tce,5458.0,167.0,-135.0,4.09,0.339,-0.283,1.441,0.764,-0.481,282.68713,47.816978,13.766
6439,10591578,K05811.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,44.51439331,,,172.4645281,,,,,,1.55,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,288.27332,47.876881,14.424
6440,7812990,K05431.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,43.08410127,,,163.7383276,,,,,,1.38,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,288.41895,43.534599,13.782
6441,7819520,K05432.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,230.80401566,,,231.8142184,,,,,,3.57,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,290.83856,43.526741,15.673
6442,7829836,K05433.01,,CANDIDATE,CANDIDATE,0.562,0,0,0,0,237.819002,0.007032,-0.007032,320.1617,0.0186,-0.0186,0.018,0.441,-0.018,11.324,0.82,-0.82,614.2,48.4,-48.4,2.55,0.4,-0.18,302.0,,,1.98,0.81,-0.37,15.4,1.0,q1_q17_dr25_tce,5878.0,70.0,-88.0,4.424,0.054,-0.117,1.035,0.166,-0.071,294.30466,43.509701,14.573
